Email,Status
vincent@mayert.biz,delivered
stewart_tremblay@renner.org,delivered
jean@bechtelar.info,bounced
donn.lueilwitz@ruecker.info,bounced
renaldo@daugherty.biz,sent
ela@mraz-mante.org,sent
bryanna@klein.net,bounced
fritz_fadel@kuvalis.info,sent
tony_purdy@larson.name,delivered
christeen@mcclure.biz,delivered
lance_murphy@barrows.net,sent
rosalia@emmerich.com,sent
ambrose_simonis@schuppe-konopelski.com,bounced
otis@mohr-metz.info,failed
andra@herman-stamm.biz,failed
mauricio_schmidt@rolfson-littel.info,failed
eugene_weissnat@armstrong.org,bounced
dulce_johns@boyer-brown.net,sent
earleen_frami@torp.name,sent
evon@kozey-bechtelar.name,opened
luciano@ryan.info,opened
austin@franecki.io,bounced
marni@oberbrunner.info,bounced
sylvester@walker-padberg.io,opened
darcie@schaden.info,opened
regenia_schmeler@hettinger.io,delivered
georgeann@thompson.net,bounced
steve.wyman@friesen.biz,opened
anastacia@rodriguez.co,sent
mariam@gulgowski-pollich.info,failed
miguelina.harber@dooley.com,opened
ewa@runte.io,bounced
carmen@schulist.co,delivered
sidney@gutkowski.name,opened
cammy@miller.com,delivered
branden@miller.name,opened
edgardo@bauch-olson.co,opened
clair_harvey@hansen.com,failed
kenny@okuneva-kessler.net,bounced
adrianna.ward@runolfsdottir.io,delivered
loni.boyer@feil-ratke.name,failed
terry@armstrong.io,sent
kai.larkin@yost-collins.biz,sent
chris.pollich@windler.com,opened
herbert_yundt@gleason.net,bounced
angelena@labadie-abernathy.info,failed
dorsey@strosin.com,opened
adalberto.abshire@larkin-macejkovic.info,opened
